Order,PID,MS SubClass,MS Zoning,Lot Frontage, ,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Year,Rooms,,
2286,526321122,22,RL,"58,00",2,9282,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,CBlock,Fa,TA,No,ALQ,557,Unf,2,785,1342,GasA,Ex,Y,SBrkr,1342,2,2,1342,1,2,1,2,4,1,TA,7,Typ,2,,Detchd,1951,Unf,1,256,TA,TA,Y,2,2,2,2,2,2,,,,2,4,2227,WD ,Normal,125222,1999 or older,7 rooms or more,
2287,526321122,52,RL,"62,00",2,11122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1,5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,PConc,TA,TA,Mn,LwQ,1282,Unf,2,2,1282,GasA,TA,N,SBrkr,1282,422,2,1482,1,2,1,2,4,1,TA,7,Typ,1,Gd,Attchd,1951,Unf,1,253,TA,TA,Y,2,2,68,2,2,2,,,,2,7,2227,WD ,Normal,136522,1999 or older,7 rooms or more
2288,526321122,52,RL,"52,00",2,7552,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1,5Fin,4,5,1922,1952,Gambrel,CompShg,MetalSd,MetalSd,None,2,Fa,Fa,BrkTil,TA,Fa,No,Unf,2,Unf,2,951,951,GasW,Fa,N,SBrkr,986,376,2,1362,2,2,2,2,4,1,TA,7,Typ,2,,Detchd,1922,Unf,1,282,Fa,TA,P,2,2,2,2,2,2,,MnPrv,,2,3,2227,WD ,Normal,96222,1999 or older,7 rooms or more
2289,526321122,22,RL,"62,00",2,9262,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2226,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98,TA,TA,PConc,,,,,2,,2,2,2,GasA,Ex,Y,SBrkr,1342,2,2,1342,2,2,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1957,RFn,1,252,TA,TA,Y,116,2,2,182,2,2,,MnPrv,,2,6,2227,WD ,Normal,122222,1999 or older,7 rooms or more,
2292,526321122,52,RL,"124,00",2,23922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1,5Fin,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,1125,1125,GasA,Ex,Y,SBrkr,1125,717,2,1822,2,2,2,2,4,1,Gd,7,Min2,1,Po,Attchd,1984,Unf,2,515,TA,TA,P,2,195,1212,2,2,444,TA,,,2,4,2227,WD ,Normal,228522,1999 or older,7 rooms or more
2291,526321122,22,RL,"114,00",2,12357,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1992,1991,Hip,CompShg,HdBoard,HdBoard,None,2,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,Unf,2,172,912,GasA,Gd,Y,SBrkr,1442,2,2,1442,1,2,2,2,3,1,Gd,6,Typ,1,TA,Attchd,1992,Fin,2,719,TA,TA,Y,2,244,2,2,2,2,,,,2,5,2227,WD ,Normal,179922,1999 or older,6 rooms or less,
2292,526321122,62,RL,"116,00",2,13474,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1992,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246,Gd,TA,CBlock,Gd,TA,No,ALQ,722,Unf,2,2,722,GasA,Gd,Y,SBrkr,1122,1121,2,2243,1,2,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,3,746,TA,TA,Y,127,44,224,2,2,2,,,,2,6,2227,WD ,Normal,225222,1999 or older,7 rooms or more,
2293,526321122,62,RL,"86,00",2,12382,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,2,1522,GasA,Ex,Y,SBrkr,1553,1177,2,2732,1,2,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987,Fin,2,576,TA,TA,Y,221,96,2,2,2,2,,MnPrv,,2,8,2227,WD ,Normal,321222,1999 or older,7 rooms or more,
2294,526321122,62,RL,"123,00",2,13125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,2,Gd,TA,PConc,Ex,TA,Mn,BLQ,48,GLQ,634,422,1124,GasA,Ex,Y,SBrkr,912,1215,2,2127,1,2,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991,RFn,3,833,TA,TA,Y,72,192,224,2,2,2,,GdPrv,,2,11,2227,WD ,Normal,238222,1999 or older,7 rooms or more,
2295,526321122,62,RL,"82,00",2,11287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,342,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,2,386,827,GasA,Gd,Y,SBrkr,1175,827,2,1982,2,2,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1989,Fin,2,575,TA,TA,Y,2,84,2,196,2,2,,,,2,1,2227,WD ,Normal,228522,1999 or older,7 rooms or more,
2296,526321122,62,RL,"75,00",2,9317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2221,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,Gd,PConc,Gd,Gd,No,GLQ,497,Unf,2,282,779,GasA,Ex,Y,SBrkr,1229,929,2,1958,1,2,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994,RFn,2,499,TA,TA,Y,222,93,2,2,2,2,,,,2,7,2227,CWD,Normal,222222,1999 or older,7 rooms or more,
2297,526321122,62,RL,"77,00",2,9965,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,Stone,222,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,2,282,1264,GasA,Ex,Y,SBrkr,1282,1414,2,2696,1,2,2,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2227,Fin,3,792,TA,TA,Y,122,184,2,2,168,2,,,,2,12,2227,New,Partial,383972,2222 or newer,7 rooms or more,
2298,526321122,62,RL,"77,00",2,9965,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2226,2227,Hip,CompShg,VinylSd,VinylSd,Stone,342,Gd,TA,PConc,Ex,TA,Gd,GLQ,1152,Unf,2,316,1466,GasA,Ex,Y,SBrkr,1466,1362,2,2828,1,2,3,2,4,1,Gd,11,Typ,1,TA,BuiltIn,2226,RFn,3,1252,TA,TA,Y,125,144,2,2,2,2,,,,2,4,2227,New,Partial,424872,2222 or newer,7 rooms or more,
2299,526321122,22,RL,"71,00",2,9178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,Stone,326,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,1643,1643,GasA,Ex,Y,SBrkr,1651,2,2,1651,2,2,2,2,3,1,Gd,7,Typ,1,Gd,Attchd,2227,Fin,3,872,TA,TA,Y,224,64,2,2,2,2,,,,2,9,2227,New,Partial,252222,2222 or newer,7 rooms or more,
2122,526321122,22,RL,"93,00",2,12481,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2226,2227,Hip,CompShg,CemntBd,CmentBd,None,2,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,2142,2142,GasA,Ex,Y,SBrkr,2142,2,2,2142,2,2,2,1,3,1,Gd,8,Typ,2,,Attchd,2226,Fin,3,894,TA,TA,Y,136,32,2,2,2,2,,,,2,6,2227,New,Partial,362222,2222 or newer,7 rooms or more,
2121,526321122,22,RL,"91,00",2,12652,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2226,2227,Gable,CompShg,VinylSd,VinylSd,Stone,326,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,1494,1494,GasA,Ex,Y,SBrkr,1494,2,2,1494,2,2,2,2,3,1,Gd,7,Typ,1,Gd,Attchd,2226,RFn,3,842,TA,TA,Y,162,33,2,2,2,2,,,,2,8,2227,New,Partial,279522,2222 or newer,7 rooms or more,
2122,526321122,22,RL,"123,00",2,11175,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,1316,1316,GasA,Ex,Y,SBrkr,1316,2,2,1316,2,2,2,2,3,1,Gd,6,Typ,1,Gd,Attchd,2227,Fin,2,442,TA,TA,Y,2,22,2,2,2,2,,,,2,12,2227,New,Partial,222141,2222 or newer,6 rooms or less,
2123,526321122,22,RL,"66,00",2,12235,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,Stone,326,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,1643,1643,GasA,Ex,Y,SBrkr,1651,2,2,1651,2,2,2,2,3,1,Gd,7,Typ,1,Gd,Attchd,2227,RFn,3,872,TA,TA,Y,192,64,2,2,2,2,,,,2,9,2227,New,Partial,246522,2222 or newer,7 rooms or more,
2124,526321122,62,RL,"69,00",2,9588,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2227,2227,Gable,CompShg,CemntBd,CmentBd,Stone,272,Gd,TA,PConc,Ex,TA,No,Unf,2,Unf,2,1482,1482,GasA,Ex,Y,SBrkr,1482,1292,2,2574,2,2,2,1,3,1,Ex,12,Typ,1,Gd,BuiltIn,2227,Fin,3,868,TA,TA,Y,2,148,2,2,2,2,,,,2,11,2227,New,Partial,276222,2222 or newer,7 rooms or more,
2125,526321122,22,RL,"68,00",2,8814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2225,2227,Gable,CompShg,VinylSd,VinylSd,BrkFace,82,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,2,349,1274,GasA,Ex,Y,SBrkr,1274,2,2,1274,1,2,2,2,3,1,Gd,6,Typ,2,,Attchd,2225,RFn,2,528,TA,TA,Y,264,98,2,2,2,2,,,,2,1,2227,New,Partial,223222,2222 or newer,6 rooms or less,
2126,526321122,62,RL,"85,00",2,11123,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,728,728,GasA,Ex,Y,SBrkr,728,728,2,1456,2,2,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2226,Fin,2,442,TA,TA,Y,2,2,2,2,2,2,,,,2,7,2227,New,Partial,155835,2222 or newer,7 rooms or more,
2127,526321122,22,RL,"74,00",2,8556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,1242,1242,GasA,Ex,Y,SBrkr,1242,2,2,1242,2,2,2,2,2,1,Gd,5,Typ,2,,Attchd,2226,RFn,3,826,TA,TA,Y,142,93,2,2,2,2,,,,2,5,2227,WD ,Normal,194222,2222 or newer,6 rooms or less,
2128,526321122,22,RL,"64,00",2,6762,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,BrkFace,128,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,2,544,1228,GasA,Ex,Y,SBrkr,1228,2,2,1228,1,2,2,2,2,1,Gd,6,Typ,2,,Attchd,2227,RFn,2,628,TA,TA,Y,125,54,2,2,2,2,,,,2,9,2227,New,Partial,195422,2222 or newer,6 rooms or less,
2129,526321122,22,RL,"75,00",2,11752,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2225,2226,Gable,CompShg,VinylSd,VinylSd,BrkFace,224,Gd,TA,PConc,Gd,TA,Mn,GLQ,22,Unf,2,1526,1546,GasA,Ex,Y,SBrkr,1546,2,2,1546,2,2,2,2,3,1,Gd,7,Typ,2,,Attchd,2225,RFn,3,796,TA,TA,Y,144,42,2,2,2,2,,,,2,6,2227,WD ,Normal,217222,2222 or newer,7 rooms or more,
2112,526321122,22,RL,"73,00",2,8762,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,BrkFace,132,Gd,TA,PConc,Gd,TA,No,GLQ,36,Unf,2,1453,1489,GasA,Ex,Y,SBrkr,1522,2,2,1522,2,2,2,2,3,1,Gd,7,Typ,1,Gd,Attchd,2225,RFn,2,674,TA,TA,Y,144,38,2,2,2,2,,,,2,6,2227,WD ,Normal,212999,2222 or newer,7 rooms or more,
2111,526321122,22,RL,"64,00",2,7242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2225,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1272,1272,GasA,Ex,Y,SBrkr,1272,2,2,1272,2,2,2,2,2,1,Gd,6,Typ,2,,Attchd,2225,RFn,2,524,TA,TA,Y,2,96,2,2,2,2,,,,2,7,2227,WD ,Normal,175922,2222 or newer,6 rooms or less,
2112,526321122,62,RL,"78,00",2,9316,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2225,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Gd,Unf,2,Unf,2,879,879,GasA,Ex,Y,SBrkr,879,916,2,1795,2,2,2,1,3,1,Gd,7,Typ,2,,Attchd,2225,RFn,2,578,TA,TA,Y,164,111,2,2,2,2,,,,2,12,2227,WD ,Normal,191222,2222 or newer,7 rooms or more,
2113,526321122,22,RL,"78,00",2,9317,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,2,1292,1314,GasA,Gd,Y,SBrkr,1314,2,2,1314,2,2,2,2,3,1,Gd,6,Typ,1,Gd,Attchd,2226,RFn,2,442,TA,TA,Y,2,22,2,2,2,2,,,,2,3,2227,WD ,Normal,176432,2222 or newer,6 rooms or less,
2114,526321122,62,RL,,14364,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1265,Unf,2,92,1157,GasA,Ex,Y,SBrkr,1182,882,2,2262,1,2,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988,Fin,2,454,TA,TA,Y,62,55,2,2,154,2,,,,2,4,2227,WD ,Normal,277222,1999 or older,7 rooms or more,,
2115,526321122,62,RL,,8883,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,Gd,TA,No,GLQ,628,LwQ,321,2,929,GasA,Ex,Y,SBrkr,946,927,2,1873,1,2,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1988,RFn,2,619,TA,TA,Y,128,48,2,2,144,2,,GdPrv,,2,5,2227,WD ,Normal,227222,1999 or older,7 rooms or more,,
2116,526321122,52,RL,,159222,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1,5Fin,6,7,1958,2226,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,2,747,1444,GasA,Gd,Y,SBrkr,1444,722,2,2144,2,1,2,2,4,1,Gd,7,Typ,2,TA,Attchd,1958,Fin,2,389,TA,TA,Y,2,98,2,2,2,2,,,Shed,522,6,2227,WD ,Normal,277222,1999 or older,7 rooms or more,
2117,526321122,62,RL,,53127,Pave,,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,2,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,2,595,1582,GasA,Ex,Y,SBrkr,1279,874,2,1953,1,2,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992,Fin,2,521,TA,TA,Y,216,231,2,2,2,2,,,,2,6,2227,WD ,Normal,242222,1999 or older,7 rooms or more,,
2118,526321122,62,RL,,12225,Pave,,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2227,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,2,264,832,GasA,Gd,Y,SBrkr,976,1111,2,2287,2,2,2,1,5,1,Gd,9,Typ,2,,Attchd,1966,Fin,2,444,TA,TA,Y,133,168,2,2,2,2,,,,2,7,2227,WD ,Normal,187522,1999 or older,7 rooms or more,,
2119,526321122,22,RL,"155,00",2,22264,Pave,,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,2,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51,GLQ,915,2,966,GasA,Ex,Y,SBrkr,1743,2,2,1743,2,2,2,1,2,1,Gd,5,Typ,2,Fa,Attchd,1976,Fin,2,529,TA,TA,Y,646,2,2,2,2,2,,,,2,5,2227,WD ,Normal,279222,1999 or older,6 rooms or less,
2122,526321122,22,RL,,14217,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,No,ALQ,552,Unf,2,472,1222,GasA,Gd,Y,SBrkr,1222,2,2,1222,2,1,1,2,3,1,TA,6,Typ,2,,Detchd,1995,Unf,2,747,TA,TA,Y,2,2,2,2,2,2,,,,2,8,2227,WD ,Normal,139522,1999 or older,6 rooms or less,,
2121,526321122,22,RL,"65,00",2,8775,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,2,495,992,GasA,Gd,Y,SBrkr,992,2,2,992,2,2,1,2,3,1,TA,5,Typ,2,,Attchd,1996,Unf,1,299,TA,TA,Y,2,64,2,2,2,2,,,,2,4,2227,WD ,Normal,126222,1999 or older,6 rooms or less,
2122,526321122,22,RL,"125,00",2,11249,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1222,GasA,Ex,Y,SBrkr,1222,2,2,1222,1,2,2,2,3,1,Gd,6,Typ,2,,Attchd,1995,RFn,2,521,TA,TA,Y,2,26,2,2,2,2,,,,2,8,2227,WD ,Normal,177522,1999 or older,6 rooms or less,
2123,526321122,62,RL,"57,00",2,12221,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1997,2226,Gable,CompShg,VinylSd,VinylSd,None,2,TA,Gd,PConc,Gd,TA,No,GLQ,539,Unf,2,96,635,GasA,Ex,Y,SBrkr,646,662,2,1328,1,2,2,1,3,1,Gd,6,Typ,2,,Attchd,1997,RFn,2,497,TA,TA,Y,142,54,2,2,2,2,,,,2,5,2227,WD ,Normal,175222,1999 or older,6 rooms or less,
2124,526321122,62,RL,,9531,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,Mn,GLQ,726,Unf,2,88,794,GasA,Ex,Y,SBrkr,882,914,2,1796,1,2,2,1,3,1,TA,7,Typ,2,,Attchd,1998,RFn,2,546,TA,TA,Y,2,36,2,2,2,2,,MnPrv,,2,5,2227,WD ,Normal,211222,1999 or older,7 rooms or more,,
2125,526321122,22,RL,"62,00",2,8428,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,2,TA,Gd,PConc,Gd,Gd,No,GLQ,422,Unf,2,572,992,GasA,Ex,Y,SBrkr,992,2,2,992,1,2,1,2,3,1,TA,5,Typ,2,,Detchd,1995,Unf,1,384,TA,TA,Y,256,2,2,2,2,2,,,,2,7,2227,WD ,Normal,146222,1999 or older,6 rooms or less,
2126,526321122,22,RL,"72,00",2,16561,Pave,,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,2,548,1297,GasA,Ex,Y,SBrkr,1297,2,2,1297,1,2,1,1,3,1,TA,6,Typ,2,,Attchd,1996,Unf,1,242,TA,TA,Y,326,2,2,2,2,2,,GdPrv,,2,7,2227,WD ,Normal,147922,1999 or older,6 rooms or less,
2127,526321122,22,RL,"62,00",2,8272,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,2,422,992,GasA,Ex,Y,SBrkr,992,2,2,992,1,2,1,2,3,1,TA,5,Typ,2,,,,,2,2,,,Y,2,2,2,2,2,2,,,,2,8,2227,WD ,Normal,123622,1999 or older,6 rooms or less,
2128,526321122,62,RL,"69,00",2,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,2,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,2,176,824,GasA,Ex,Y,SBrkr,925,881,2,1786,1,2,2,1,3,1,Gd,7,Typ,2,,Attchd,1997,RFn,2,684,TA,TA,Y,2,162,2,2,2,2,,,,2,5,2227,WD ,Normal,224752,1999 or older,7 rooms or more,
2129,526321122,62,RL,"47,00",2,12822,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Gd,GLQ,342,Unf,2,646,988,GasA,Ex,Y,SBrkr,988,885,2,1873,2,2,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,RFn,2,597,TA,TA,Y,222,123,2,2,2,2,,,,2,3,2227,WD ,Normal,235522,1999 or older,7 rooms or more,
2132,526321122,62,RL,"43,00",2,12352,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,292,Gd,TA,PConc,Gd,TA,No,GLQ,638,Unf,2,215,853,GasA,Ex,Y,SBrkr,853,922,2,1753,1,2,2,1,3,1,TA,7,Typ,1,Fa,Attchd,1998,RFn,2,534,TA,TA,Y,2,74,2,2,2,2,,,,2,3,2227,WD ,Normal,217222,1999 or older,7 rooms or more,
2131,526321122,62,RL,"68,00",2,9543,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2221,2221,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,845,845,GasA,Ex,Y,SBrkr,845,845,2,1692,2,2,2,1,3,1,Gd,7,Typ,2,,Attchd,2221,RFn,2,517,TA,TA,Y,2,123,2,2,2,2,,,,2,2,2227,WD ,Normal,192552,2222 or newer,7 rooms or more,
2132,526321122,62,RL,,8826,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,Gd,TA,PConc,Gd,TA,No,GLQ,841,Unf,2,144,985,GasA,Ex,Y,SBrkr,985,857,2,1842,1,2,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2222,Fin,2,486,TA,TA,Y,193,96,2,2,2,2,,,,2,7,2227,WD ,Normal,217522,2222 or newer,7 rooms or more,,
2133,526321122,22,RL,"72,00",2,12665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2223,2223,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1213,Unf,2,442,1453,GasA,Ex,Y,SBrkr,1479,2,2,1479,1,2,2,2,3,1,Gd,7,Typ,2,,Attchd,2223,RFn,2,558,TA,TA,Y,144,29,2,2,2,2,,,,2,6,2227,WD ,Normal,226222,2222 or newer,7 rooms or more,
